
Textbox3,Textbox1,TOWARY_I_USŁUGI_KONSUMPCYJNE,KOD_WOJ,ROK_KW_NARAST1,WARTOSC_OST_blok6
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ŚLĄSKIE,2019 I-VI,"100,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ŚLĄSKIE,2019 I-IX,"100,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ŚLĄSKIE,2019 I-XII,"100,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ŚLĄSKIE,2020 I-III,"99,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ŚLĄSKIE,2020 I-VI,"99,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ŚWIĘTOKRZYSKIE,2019 I-III,"103,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ŚWIĘTOKRZYSKIE,2019 I-VI,"102,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ŚWIĘTOKRZYSKIE,2019 I-IX,"102,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ŚWIĘTOKRZYSKIE,2019 I-XII,"102,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ŚWIĘTOKRZYSKIE,2020 I-III,"101,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ŚWIĘTOKRZYSKIE,2020 I-VI,"101,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,WARMIŃSKO-MAZURSKIE,2019 I-III,"100,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,WARMIŃSKO-MAZURSKIE,2019 I-VI,"100,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,WARMIŃSKO-MAZURSKIE,2019 I-IX,"100,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,WARMIŃSKO-MAZURSKIE,2019 I-XII,"100,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,WARMIŃSKO-MAZURSKIE,2020 I-III,"101,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,WARMIŃSKO-MAZURSKIE,2020 I-VI,"101,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,WIELKOPOLSKIE,2019 I-III,"101,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,WIELKOPOLSKIE,2019 I-VI,"101,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,WIELKOPOLSKIE,2019 I-IX,"101,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,WIELKOPOLSKIE,2019 I-XII,"101,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,WIELKOPOLSKIE,2020 I-III,"101,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,WIELKOPOLSKIE,2020 I-VI,"101,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ZACHODNIOPOMORSKIE,2019 I-III,"100,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ZACHODNIOPOMORSKIE,2019 I-VI,"99,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ZACHODNIOPOMORSKIE,2019 I-IX,"99,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ZACHODNIOPOMORSKIE,2019 I-XII,"99,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ZACHODNIOPOMORSKIE,2020 I-III,"99,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Wyposażenie mieszkania i prowadzenie gospodarstwa domowego,ZACHODNIOPOMORSKIE,2020 I-VI,"99,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,POLSKA,2019 I-III,"102,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,POLSKA,2019 I-VI,"102,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,POLSKA,2019 I-IX,"103,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,POLSKA,2019 I-XII,"103,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,POLSKA,2020 I-III,"103,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,POLSKA,2020 I-VI,"104,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,DOLNOŚLĄSKIE,2019 I-III,"102,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,DOLNOŚLĄSKIE,2019 I-VI,"102,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,DOLNOŚLĄSKIE,2019 I-IX,"102,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,DOLNOŚLĄSKIE,2019 I-XII,"102,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,DOLNOŚLĄSKIE,2020 I-III,"103,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,DOLNOŚLĄSKIE,2020 I-VI,"104,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,KUJAWSKO-POMORSKIE,2019 I-III,"102,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,KUJAWSKO-POMORSKIE,2019 I-VI,"102,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,KUJAWSKO-POMORSKIE,2019 I-IX,"103,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,KUJAWSKO-POMORSKIE,2019 I-XII,"103,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,KUJAWSKO-POMORSKIE,2020 I-III,"104,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,KUJAWSKO-POMORSKIE,2020 I-VI,"105,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,LUBELSKIE,2019 I-III,"102,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,LUBELSKIE,2019 I-VI,"102,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,LUBELSKIE,2019 I-IX,"102,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,LUBELSKIE,2019 I-XII,"102,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,LUBELSKIE,2020 I-III,"102,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,LUBELSKIE,2020 I-VI,"103,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,LUBUSKIE,2019 I-III,"103,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,LUBUSKIE,2019 I-VI,"103,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,LUBUSKIE,2019 I-IX,"103,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,LUBUSKIE,2019 I-XII,"103,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,LUBUSKIE,2020 I-III,"103,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,LUBUSKIE,2020 I-VI,"103,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ŁÓDZKIE,2019 I-III,"102,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ŁÓDZKIE,2019 I-VI,"102,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ŁÓDZKIE,2019 I-IX,"102,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ŁÓDZKIE,2019 I-XII,"103,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ŁÓDZKIE,2020 I-III,"104,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ŁÓDZKIE,2020 I-VI,"105,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,MAŁOPOLSKIE,2019 I-III,"103,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,MAŁOPOLSKIE,2019 I-VI,"103,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,MAŁOPOLSKIE,2019 I-IX,"103,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,MAŁOPOLSKIE,2019 I-XII,"104,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,MAŁOPOLSKIE,2020 I-III,"105,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,MAŁOPOLSKIE,2020 I-VI,"105,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,MAZOWIECKIE,2019 I-III,"102,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,MAZOWIECKIE,2019 I-VI,"102,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,MAZOWIECKIE,2019 I-IX,"103,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,MAZOWIECKIE,2019 I-XII,"103,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,MAZOWIECKIE,2020 I-III,"103,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,MAZOWIECKIE,2020 I-VI,"104,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,OPOLSKIE,2019 I-III,"102,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,OPOLSKIE,2019 I-VI,"103,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,OPOLSKIE,2019 I-IX,"103,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,OPOLSKIE,2019 I-XII,"103,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,OPOLSKIE,2020 I-III,"104,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,OPOLSKIE,2020 I-VI,"105,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,PODKARPACKIE,2019 I-III,"102,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,PODKARPACKIE,2019 I-VI,"102,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,PODKARPACKIE,2019 I-IX,"102,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,PODKARPACKIE,2019 I-XII,"102,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,PODKARPACKIE,2020 I-III,"103,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,PODKARPACKIE,2020 I-VI,"103,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,PODLASKIE,2019 I-III,"103,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,PODLASKIE,2019 I-VI,"103,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,PODLASKIE,2019 I-IX,"103,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,PODLASKIE,2019 I-XII,"103,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,PODLASKIE,2020 I-III,"103,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,PODLASKIE,2020 I-VI,"103,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,POMORSKIE,2019 I-III,"102,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,POMORSKIE,2019 I-VI,"102,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,POMORSKIE,2019 I-IX,"103,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,POMORSKIE,2019 I-XII,"103,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,POMORSKIE,2020 I-III,"104,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,POMORSKIE,2020 I-VI,"105,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ŚLĄSKIE,2019 I-III,"102,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ŚLĄSKIE,2019 I-VI,"102,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ŚLĄSKIE,2019 I-IX,"103,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ŚLĄSKIE,2019 I-XII,"103,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ŚLĄSKIE,2020 I-III,"104,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ŚLĄSKIE,2020 I-VI,"104,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ŚWIĘTOKRZYSKIE,2019 I-III,"103,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ŚWIĘTOKRZYSKIE,2019 I-VI,"103,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ŚWIĘTOKRZYSKIE,2019 I-IX,"103,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ŚWIĘTOKRZYSKIE,2019 I-XII,"103,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ŚWIĘTOKRZYSKIE,2020 I-III,"102,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ŚWIĘTOKRZYSKIE,2020 I-VI,"103,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,WARMIŃSKO-MAZURSKIE,2019 I-III,"101,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,WARMIŃSKO-MAZURSKIE,2019 I-VI,"102,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,WARMIŃSKO-MAZURSKIE,2019 I-IX,"102,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,WARMIŃSKO-MAZURSKIE,2019 I-XII,"102,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,WARMIŃSKO-MAZURSKIE,2020 I-III,"103,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,WARMIŃSKO-MAZURSKIE,2020 I-VI,"104,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,WIELKOPOLSKIE,2019 I-III,"102,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,WIELKOPOLSKIE,2019 I-VI,"103,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,WIELKOPOLSKIE,2019 I-IX,"103,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,WIELKOPOLSKIE,2019 I-XII,"103,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,WIELKOPOLSKIE,2020 I-III,"103,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,WIELKOPOLSKIE,2020 I-VI,"104,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ZACHODNIOPOMORSKIE,2019 I-III,"103,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ZACHODNIOPOMORSKIE,2019 I-VI,"103,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ZACHODNIOPOMORSKIE,2019 I-IX,"103,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ZACHODNIOPOMORSKIE,2019 I-XII,"103,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ZACHODNIOPOMORSKIE,2020 I-III,"104,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Zdrowie,ZACHODNIOPOMORSKIE,2020 I-VI,"104,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,POLSKA,2019 I-III,"102,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,POLSKA,2019 I-VI,"102,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,POLSKA,2019 I-IX,"101,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,POLSKA,2019 I-XII,"100,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,POLSKA,2020 I-III,"100,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,POLSKA,2020 I-VI,"94,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,DOLNOŚLĄSKIE,2019 I-III,"102,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,DOLNOŚLĄSKIE,2019 I-VI,"102,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,DOLNOŚLĄSKIE,2019 I-IX,"101,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,DOLNOŚLĄSKIE,2019 I-XII,"100,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,DOLNOŚLĄSKIE,2020 I-III,"100,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,DOLNOŚLĄSKIE,2020 I-VI,"94,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,KUJAWSKO-POMORSKIE,2019 I-III,"103,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,KUJAWSKO-POMORSKIE,2019 I-VI,"103,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,KUJAWSKO-POMORSKIE,2019 I-IX,"102,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,KUJAWSKO-POMORSKIE,2019 I-XII,"100,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,KUJAWSKO-POMORSKIE,2020 I-III,"100,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,KUJAWSKO-POMORSKIE,2020 I-VI,"95,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,LUBELSKIE,2019 I-III,"103,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,LUBELSKIE,2019 I-VI,"103,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,LUBELSKIE,2019 I-IX,"102,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,LUBELSKIE,2019 I-XII,"101,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,LUBELSKIE,2020 I-III,"100,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,LUBELSKIE,2020 I-VI,"94,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,LUBUSKIE,2019 I-III,"102,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,LUBUSKIE,2019 I-VI,"102,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,LUBUSKIE,2019 I-IX,"101,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,LUBUSKIE,2019 I-XII,"100,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,LUBUSKIE,2020 I-III,"101,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,LUBUSKIE,2020 I-VI,"93,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ŁÓDZKIE,2019 I-III,"102,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ŁÓDZKIE,2019 I-VI,"102,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ŁÓDZKIE,2019 I-IX,"101,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ŁÓDZKIE,2019 I-XII,"100,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ŁÓDZKIE,2020 I-III,"100,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ŁÓDZKIE,2020 I-VI,"95,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,MAŁOPOLSKIE,2019 I-III,"102,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,MAŁOPOLSKIE,2019 I-VI,"102,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,MAŁOPOLSKIE,2019 I-IX,"101,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,MAŁOPOLSKIE,2019 I-XII,"100,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,MAŁOPOLSKIE,2020 I-III,"102,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,MAŁOPOLSKIE,2020 I-VI,"94,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,MAZOWIECKIE,2019 I-III,"101,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,MAZOWIECKIE,2019 I-VI,"101,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,MAZOWIECKIE,2019 I-IX,"101,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,MAZOWIECKIE,2019 I-XII,"100,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,MAZOWIECKIE,2020 I-III,"100,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,MAZOWIECKIE,2020 I-VI,"96,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,OPOLSKIE,2019 I-III,"104,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,OPOLSKIE,2019 I-VI,"104,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,OPOLSKIE,2019 I-IX,"102,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,OPOLSKIE,2019 I-XII,"101,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,OPOLSKIE,2020 I-III,"99,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,OPOLSKIE,2020 I-VI,"95,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,PODKARPACKIE,2019 I-III,"103,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,PODKARPACKIE,2019 I-VI,"103,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,PODKARPACKIE,2019 I-IX,"101,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,PODKARPACKIE,2019 I-XII,"100,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,PODKARPACKIE,2020 I-III,"102,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,PODKARPACKIE,2020 I-VI,"94,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,PODLASKIE,2019 I-III,"102,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,PODLASKIE,2019 I-VI,"102,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,PODLASKIE,2019 I-IX,"101,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,PODLASKIE,2019 I-XII,"100,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,PODLASKIE,2020 I-III,"100,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,PODLASKIE,2020 I-VI,"93,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,POMORSKIE,2019 I-III,"103,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,POMORSKIE,2019 I-VI,"103,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,POMORSKIE,2019 I-IX,"102,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,POMORSKIE,2019 I-XII,"101,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,POMORSKIE,2020 I-III,"99,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,POMORSKIE,2020 I-VI,"94,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ŚLĄSKIE,2019 I-III,"101,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ŚLĄSKIE,2019 I-VI,"101,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ŚLĄSKIE,2019 I-IX,"100,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ŚLĄSKIE,2019 I-XII,"100,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ŚLĄSKIE,2020 I-III,"101,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ŚLĄSKIE,2020 I-VI,"94,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ŚWIĘTOKRZYSKIE,2019 I-III,"102,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ŚWIĘTOKRZYSKIE,2019 I-VI,"102,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ŚWIĘTOKRZYSKIE,2019 I-IX,"101,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ŚWIĘTOKRZYSKIE,2019 I-XII,"100,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ŚWIĘTOKRZYSKIE,2020 I-III,"101,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ŚWIĘTOKRZYSKIE,2020 I-VI,"94,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,WARMIŃSKO-MAZURSKIE,2019 I-III,"103,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,WARMIŃSKO-MAZURSKIE,2019 I-VI,"103,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,WARMIŃSKO-MAZURSKIE,2019 I-IX,"102,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,WARMIŃSKO-MAZURSKIE,2019 I-XII,"101,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,WARMIŃSKO-MAZURSKIE,2020 I-III,"101,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,WARMIŃSKO-MAZURSKIE,2020 I-VI,"93,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,WIELKOPOLSKIE,2019 I-III,"103,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,WIELKOPOLSKIE,2019 I-VI,"103,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,WIELKOPOLSKIE,2019 I-IX,"102,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,WIELKOPOLSKIE,2019 I-XII,"100,8"
